Date,Open,High,Low,Close,Adj Close,Volume
12-12-1980,0.513392866,0.515625,0.513392866,0.513392866,0.406781554,117258400
15-12-1980,0.488839298,0.488839298,0.486607134,0.486607134,0.385558158,43971200
16-12-1980,0.453125,0.453125,0.450892866,0.450892866,0.357260287,26432000
17-12-1980,0.462053567,0.464285702,0.462053567,0.462053567,0.366103351,21610400
18-12-1980,0.475446433,0.477678567,0.475446433,0.475446433,0.376715153,18362400
19-12-1980,0.504464269,0.506696403,0.504464269,0.504464269,0.399707079,12157600
22-12-1980,0.529017866,0.53125,0.529017866,0.529017866,0.419161886,9340800
23-12-1980,0.551339269,0.553571403,0.551339269,0.551339269,0.436847955,11737600
24-12-1980,0.580357134,0.582589269,0.580357134,0.580357134,0.45983988,12000800
26-12-1980,0.633928597,0.636160731,0.633928597,0.633928597,0.502286792,13893600
29-12-1980,0.642857134,0.645089269,0.642857134,0.642857134,0.509361207,23290400
30-12-1980,0.629464269,0.629464269,0.627232134,0.627232134,0.496980935,17220000
31-12-1980,0.611607134,0.611607134,0.609375,0.609375,0.482832015,8937600
02-01-1981,0.616071403,0.620535731,0.616071403,0.616071403,0.488137662,5415200
05-01-1981,0.604910731,0.604910731,0.602678597,0.602678597,0.477526218,8932000
06-01-1981,0.578125,0.578125,0.575892866,0.575892866,0.456302702,11289600
07-01-1981,0.553571403,0.553571403,0.551339269,0.551339269,0.436847955,13921600
08-01-1981,0.542410731,0.542410731,0.540178597,0.540178597,0.428004831,9956800
09-01-1981,0.569196403,0.571428597,0.569196403,0.569196403,0.450996846,5376000
12-01-1981,0.569196403,0.569196403,0.564732134,0.564732134,0.447459757,5924800
13-01-1981,0.546875,0.546875,0.544642866,0.544642866,0.431542069,5762400
14-01-1981,0.546875,0.549107134,0.546875,0.546875,0.433310658,3572800
15-01-1981,0.558035731,0.5625,0.558035731,0.558035731,0.442153722,3516800
16-01-1981,0.555803597,0.555803597,0.553571403,0.553571403,0.438616574,3348800
19-01-1981,0.587053597,0.589285731,0.587053597,0.587053597,0.465145886,10393600
20-01-1981,0.571428597,0.571428597,0.569196403,0.569196403,0.450996846,7520800
21-01-1981,0.580357134,0.584821403,0.580357134,0.580357134,0.45983988,3976000
22-01-1981,0.587053597,0.591517866,0.587053597,0.587053597,0.465145886,8887200
23-01-1981,0.587053597,0.589285731,0.584821403,0.584821403,0.463377208,2805600
26-01-1981,0.578125,0.578125,0.575892866,0.575892866,0.456302702,6160000
27-01-1981,0.575892866,0.575892866,0.571428597,0.571428597,0.452765584,5924800
28-01-1981,0.555803597,0.555803597,0.553571403,0.553571403,0.438616574,7039200
29-01-1981,0.535714269,0.535714269,0.533482134,0.533482134,0.422699064,10976000
30-01-1981,0.508928597,0.508928597,0.504464269,0.504464269,0.399707079,11547200
02-02-1981,0.477678567,0.477678567,0.475446433,0.475446433,0.376715153,5941600
03-02-1981,0.493303567,0.495535702,0.493303567,0.493303567,0.390863955,4788000
04-02-1981,0.511160731,0.513392866,0.511160731,0.511160731,0.405012965,6966400
05-02-1981,0.511160731,0.515625,0.511160731,0.511160731,0.405012965,1982400
06-02-1981,0.513392866,0.515625,0.513392866,0.513392866,0.406781554,3466400
09-02-1981,0.491071433,0.491071433,0.486607134,0.486607134,0.385558158,4188800
10-02-1981,0.486607134,0.488839298,0.486607134,0.486607134,0.385558158,4586400
11-02-1981,0.473214298,0.473214298,0.470982134,0.470982134,0.373177767,3460800
12-02-1981,0.46875,0.46875,0.466517866,0.466517866,0.369640619,3640000
13-02-1981,0.459821433,0.459821433,0.455357134,0.455357134,0.360797614,2788800
17-02-1981,0.466517866,0.46875,0.466517866,0.466517866,0.369640619,3068800
18-02-1981,0.486607134,0.491071433,0.486607134,0.486607134,0.385558158,4810400
19-02-1981,0.459821433,0.459821433,0.457589298,0.457589298,0.362566054,5577600
20-02-1981,0.435267866,0.435267866,0.433035702,0.433035702,0.343111336,6092800
23-02-1981,0.439732134,0.441964298,0.439732134,0.439732134,0.348417222,3528000
24-02-1981,0.428571433,0.428571433,0.424107134,0.424107134,0.336036831,4244800
25-02-1981,0.450892866,0.453125,0.450892866,0.450892866,0.357260287,4872000
26-02-1981,0.457589298,0.459821433,0.457589298,0.457589298,0.362566054,2710400
27-02-1981,0.473214298,0.477678567,0.473214298,0.473214298,0.374946445,3690400
02-03-1981,0.475446433,0.477678567,0.475446433,0.475446433,0.376715153,2940000
03-03-1981,0.470982134,0.470982134,0.46875,0.46875,0.371409327,4043200
04-03-1981,0.466517866,0.466517866,0.464285702,0.464285702,0.367872,3427200
05-03-1981,0.464285702,0.464285702,0.462053567,0.462053567,0.366103351,1344000
06-03-1981,0.462053567,0.462053567,0.457589298,0.457589298,0.362566054,2900800
09-03-1981,0.424107134,0.424107134,0.421875,0.421875,0.334268272,3830400
10-03-1981,0.404017866,0.404017866,0.401785702,0.401785702,0.318350852,7095200
11-03-1981,0.390625,0.390625,0.386160702,0.386160702,0.30597043,7464800
12-03-1981,0.401785702,0.404017866,0.401785702,0.401785702,0.318350852,14812000
13-03-1981,0.399553567,0.399553567,0.397321433,0.397321433,0.314813673,57825600
16-03-1981,0.412946433,0.417410702,0.412946433,0.412946433,0.327193826,9307200
17-03-1981,0.433035702,0.4375,0.433035702,0.433035702,0.343111336,10936800
18-03-1981,0.459821433,0.464285702,0.459821433,0.459821433,0.364334762,9234400
19-03-1981,0.457589298,0.457589298,0.455357134,0.455357134,0.360797614,9452800
20-03-1981,0.459821433,0.464285702,0.459821433,0.459821433,0.364334762,3651200
23-03-1981,0.477678567,0.482142866,0.477678567,0.477678567,0.378483713,5504800
24-03-1981,0.477678567,0.477678567,0.475446433,0.475446433,0.376715153,7039200
25-03-1981,0.470982134,0.470982134,0.466517866,0.466517866,0.369640619,1764000
26-03-1981,0.459821433,0.459821433,0.457589298,0.457589298,0.362566054,3068800
27-03-1981,0.444196433,0.444196433,0.441964298,0.441964298,0.350185841,3063200
30-03-1981,0.441964298,0.446428567,0.441964298,0.441964298,0.350185841,2475200
31-03-1981,0.441964298,0.441964298,0.4375,0.4375,0.346648663,3998400
01-04-1981,0.435267866,0.435267866,0.433035702,0.433035702,0.343111336,8517600
02-04-1981,0.470982134,0.473214298,0.470982134,0.470982134,0.373177767,7851200
03-04-1981,0.473214298,0.475446433,0.473214298,0.473214298,0.374946445,4121600
06-04-1981,0.466517866,0.466517866,0.464285702,0.464285702,0.367872,5700800
07-04-1981,0.462053567,0.462053567,0.459821433,0.459821433,0.364334762,2671200
08-04-1981,0.482142866,0.486607134,0.482142866,0.482142866,0.382020921,5488000
09-04-1981,0.491071433,0.493303567,0.491071433,0.491071433,0.389095485,3124800
10-04-1981,0.497767866,0.5,0.497767866,0.497767866,0.394401163,8366400
13-04-1981,0.497767866,0.5,0.497767866,0.497767866,0.394401163,4015200
14-04-1981,0.497767866,0.5,0.497767866,0.497767866,0.394401163,1663200
15-04-1981,0.475446433,0.475446433,0.473214298,0.473214298,0.374946445,8512000
16-04-1981,0.448660702,0.448660702,0.446428567,0.446428567,0.353723019,5969600
20-04-1981,0.459821433,0.462053567,0.459821433,0.459821433,0.364334762,8836800
21-04-1981,0.491071433,0.493303567,0.491071433,0.491071433,0.389095485,7134400
22-04-1981,0.508928597,0.511160731,0.508928597,0.508928597,0.403244287,4748800
23-04-1981,0.522321403,0.524553597,0.522321403,0.522321403,0.41385603,14504000
24-04-1981,0.522321403,0.522321403,0.517857134,0.517857134,0.410318822,8764000
27-04-1981,0.515625,0.515625,0.513392866,0.513392866,0.406781554,9632000
28-04-1981,0.506696403,0.506696403,0.504464269,0.504464269,0.399707079,8047200
29-04-1981,0.5,0.5,0.497767866,0.497767866,0.394401163,3410400
30-04-1981,0.506696403,0.511160731,0.506696403,0.506696403,0.401475728,3152800
01-05-1981,0.506696403,0.511160731,0.506696403,0.506696403,0.401475728,4138400
04-05-1981,0.506696403,0.506696403,0.504464269,0.504464269,0.399707079,3612000
05-05-1981,0.504464269,0.504464269,0.502232134,0.502232134,0.39793849,4384800
06-05-1981,0.491071433,0.491071433,0.488839298,0.488839298,0.387326837,4737600
07-05-1981,0.495535702,0.497767866,0.495535702,0.495535702,0.392632574,2340800
08-05-1981,0.5,0.502232134,0.5,0.5,0.396169901,1976800
11-05-1981,0.491071433,0.491071433,0.488839298,0.488839298,0.387326837,2984800
12-05-1981,0.488839298,0.495535702,0.488839298,0.488839298,0.387326837,1064000
13-05-1981,0.488839298,0.493303567,0.486607134,0.486607134,0.385558158,1226400
14-05-1981,0.484375,0.484375,0.479910702,0.479910702,0.380252272,1232000
15-05-1981,0.491071433,0.497767866,0.491071433,0.491071433,0.389095485,1226400
18-05-1981,0.5,0.504464269,0.5,0.5,0.396169901,1041600
19-05-1981,0.493303567,0.493303567,0.491071433,0.491071433,0.389095485,6356000
20-05-1981,0.506696403,0.511160731,0.506696403,0.506696403,0.401475728,3320800
21-05-1981,0.535714269,0.537946403,0.535714269,0.535714269,0.424467593,8052800
22-05-1981,0.560267866,0.564732134,0.560267866,0.560267866,0.44392246,7856800
26-05-1981,0.560267866,0.560267866,0.558035731,0.558035731,0.442153722,21336000
27-05-1981,0.589285731,0.591517866,0.589285731,0.589285731,0.466914535,37374400
28-05-1981,0.589285731,0.591517866,0.589285731,0.589285731,0.466914535,18496800
29-05-1981,0.591517866,0.59375,0.591517866,0.591517866,0.468682975,14845600
01-06-1981,0.591517866,0.59375,0.591517866,0.591517866,0.468682975,12812800
02-06-1981,0.564732134,0.564732134,0.5625,0.5625,0.445691049,10108000
03-06-1981,0.5625,0.566964269,0.5625,0.5625,0.445691049,9861600
04-06-1981,0.573660731,0.575892866,0.573660731,0.573660731,0.454534143,14016800
05-06-1981,0.566964269,0.566964269,0.564732134,0.564732134,0.447459757,14420000
08-06-1981,0.546875,0.546875,0.544642866,0.544642866,0.431542069,23374400
09-06-1981,0.555803597,0.558035731,0.555803597,0.555803597,0.440385252,29898400
10-06-1981,0.5625,0.569196403,0.5625,0.5625,0.445691049,6305600
11-06-1981,0.587053597,0.589285731,0.587053597,0.587053597,0.465145886,9744000
12-06-1981,0.582589269,0.582589269,0.580357134,0.580357134,0.45983988,6451200
15-06-1981,0.580357134,0.580357134,0.578125,0.578125,0.458071351,35940800
16-06-1981,0.569196403,0.569196403,0.566964269,0.566964269,0.449228287,9312800
17-06-1981,0.560267866,0.560267866,0.558035731,0.558035731,0.442153722,6893600
18-06-1981,0.558035731,0.560267866,0.555803597,0.555803597,0.440385252,5762400
19-06-1981,0.542410731,0.542410731,0.540178597,0.540178597,0.428004831,6876800
22-06-1981,0.522321403,0.522321403,0.520089269,0.520089269,0.412087381,2710400
23-06-1981,0.529017866,0.533482134,0.529017866,0.529017866,0.419161886,3757600
24-06-1981,0.520089269,0.520089269,0.515625,0.515625,0.408550292,5756800
25-06-1981,0.526785731,0.529017866,0.526785731,0.526785731,0.417393148,6064800
26-06-1981,0.524553597,0.524553597,0.520089269,0.520089269,0.412087381,5947200
29-06-1981,0.506696403,0.506696403,0.502232134,0.502232134,0.39793849,2648800
30-06-1981,0.466517866,0.466517866,0.464285702,0.464285702,0.367872,8976800
01-07-1981,0.462053567,0.462053567,0.459821433,0.459821433,0.364334762,42616000
02-07-1981,0.459821433,0.462053567,0.459821433,0.459821433,0.364334762,7571200
06-07-1981,0.448660702,0.448660702,0.444196433,0.444196433,0.35195446,4132800
07-07-1981,0.448660702,0.453125,0.448660702,0.448660702,0.355491757,3959200
08-07-1981,0.466517866,0.46875,0.466517866,0.466517866,0.369640619,4155200
09-07-1981,0.433035702,0.433035702,0.430803567,0.430803567,0.341342747,8220800
10-07-1981,0.399553567,0.399553567,0.397321433,0.397321433,0.314813673,13792800
