Date,Open,High,Low,Close,Adj Close,Volume
13-07-1981,0.40625,0.408482134,0.40625,0.40625,0.321888119,11435200
14-07-1981,0.424107134,0.428571433,0.424107134,0.424107134,0.336036831,4944800
15-07-1981,0.435267866,0.4375,0.435267866,0.435267866,0.344880044,2738400
16-07-1981,0.446428567,0.450892866,0.446428567,0.446428567,0.353723019,3808000
17-07-1981,0.462053567,0.464285702,0.462053567,0.462053567,0.366103351,4956000
20-07-1981,0.433035702,0.433035702,0.430803567,0.430803567,0.341342747,5913600
21-07-1981,0.430803567,0.430803567,0.428571433,0.428571433,0.339574158,7985600
22-07-1981,0.408482134,0.408482134,0.404017866,0.404017866,0.320119381,5667200
23-07-1981,0.415178567,0.417410702,0.415178567,0.415178567,0.328962445,8612800
24-07-1981,0.428571433,0.430803567,0.428571433,0.428571433,0.339574158,7212800
27-07-1981,0.446428567,0.448660702,0.446428567,0.446428567,0.353723019,4334400
28-07-1981,0.433035702,0.433035702,0.430803567,0.430803567,0.341342747,5712000
29-07-1981,0.426339298,0.426339298,0.424107134,0.424107134,0.336036831,3875200
30-07-1981,0.439732134,0.444196433,0.439732134,0.439732134,0.348417222,2475200
31-07-1981,0.446428567,0.448660702,0.446428567,0.446428567,0.353723019,2738400
03-08-1981,0.446428567,0.446428567,0.441964298,0.441964298,0.350185841,3108000
04-08-1981,0.448660702,0.450892866,0.448660702,0.448660702,0.355491757,7918400
05-08-1981,0.462053567,0.464285702,0.462053567,0.462053567,0.366103351,4373600
06-08-1981,0.453125,0.453125,0.450892866,0.450892866,0.357260287,2632000
07-08-1981,0.450892866,0.453125,0.450892866,0.450892866,0.357260287,2301600
11-08-1981,0.441964298,0.441964298,0.4375,0.4375,0.346648663,17864000
12-08-1981,0.430803567,0.430803567,0.428571433,0.428571433,0.339574158,6568800
13-08-1981,0.417410702,0.417410702,0.415178567,0.415178567,0.328962445,6871200
14-08-1981,0.412946433,0.412946433,0.408482134,0.408482134,0.323656589,6048000
17-08-1981,0.399553567,0.399553567,0.395089298,0.395089298,0.313044965,4726400
18-08-1981,0.390625,0.390625,0.386160702,0.386160702,0.30597043,4250400
19-08-1981,0.386160702,0.386160702,0.381696433,0.381696433,0.302433252,5168800
20-08-1981,0.386160702,0.388392866,0.386160702,0.386160702,0.30597043,4278400
21-08-1981,0.363839298,0.363839298,0.359375,0.359375,0.284747124,10477600
24-08-1981,0.339285702,0.339285702,0.337053567,0.337053567,0.267060846,5768000
25-08-1981,0.345982134,0.348214298,0.345982134,0.345982134,0.274135381,10175200
26-08-1981,0.341517866,0.341517866,0.339285702,0.339285702,0.268829644,8400000
27-08-1981,0.341517866,0.34375,0.341517866,0.341517866,0.270598143,6479200
28-08-1981,0.359375,0.361607134,0.359375,0.359375,0.284747124,9508800
31-08-1981,0.359375,0.361607134,0.359375,0.359375,0.284747124,10236800
01-09-1981,0.381696433,0.383928567,0.381696433,0.381696433,0.302433252,9256800
02-09-1981,0.388392866,0.390625,0.388392866,0.388392866,0.307739258,4844000
03-09-1981,0.372767866,0.372767866,0.368303567,0.368303567,0.291821629,9368800
04-09-1981,0.366071433,0.366071433,0.363839298,0.363839298,0.288284332,3813600
08-09-1981,0.354910702,0.354910702,0.352678567,0.352678567,0.279441267,6361600
09-09-1981,0.352678567,0.354910702,0.352678567,0.352678567,0.279441267,7632800
10-09-1981,0.354910702,0.357142866,0.354910702,0.354910702,0.281209826,8702400
11-09-1981,0.352678567,0.352678567,0.350446433,0.350446433,0.277672678,4384800
14-09-1981,0.341517866,0.341517866,0.339285702,0.339285702,0.268829644,6921600
15-09-1981,0.332589298,0.332589298,0.330357134,0.330357134,0.261755079,4877600
16-09-1981,0.325892866,0.325892866,0.323660702,0.323660702,0.256449193,4838400
17-09-1981,0.316964298,0.316964298,0.314732134,0.314732134,0.249374717,4844000
18-09-1981,0.316964298,0.319196433,0.316964298,0.316964298,0.251143396,6580000
21-09-1981,0.319196433,0.321428567,0.319196433,0.319196433,0.252911925,12258400
22-09-1981,0.303571433,0.303571433,0.301339298,0.301339298,0.238763109,11855200
23-09-1981,0.299107134,0.299107134,0.294642866,0.294642866,0.233457267,7050400
24-09-1981,0.294642866,0.294642866,0.292410702,0.292410702,0.231688604,4575200
25-09-1981,0.258928567,0.258928567,0.254464298,0.254464298,0.201622143,8652000
28-09-1981,0.256696433,0.258928567,0.256696433,0.256696433,0.203390777,22932000
29-09-1981,0.270089298,0.272321433,0.270089298,0.270089298,0.214002416,23671200
30-09-1981,0.272321433,0.274553567,0.272321433,0.272321433,0.215771034,12499200
01-10-1981,0.272321433,0.274553567,0.272321433,0.272321433,0.215771034,15282400
02-10-1981,0.294642866,0.296875,0.294642866,0.294642866,0.233457267,11261600
05-10-1981,0.303571433,0.308035702,0.303571433,0.303571433,0.240531668,10774400
06-10-1981,0.303571433,0.303571433,0.301339298,0.301339298,0.238763109,7089600
07-10-1981,0.319196433,0.323660702,0.319196433,0.319196433,0.252911925,9710400
08-10-1981,0.330357134,0.332589298,0.330357134,0.330357134,0.261755079,7772800
09-10-1981,0.332589298,0.337053567,0.332589298,0.332589298,0.263523817,13630400
12-10-1981,0.34375,0.345982134,0.34375,0.34375,0.272366941,6837600
13-10-1981,0.34375,0.348214298,0.34375,0.34375,0.272366941,11048800
14-10-1981,0.325892866,0.325892866,0.323660702,0.323660702,0.256449193,7744800
15-10-1981,0.330357134,0.332589298,0.330357134,0.330357134,0.261755079,7358400
16-10-1981,0.328125,0.328125,0.325892866,0.325892866,0.258217841,9116800
19-10-1981,0.332589298,0.334821433,0.332589298,0.332589298,0.263523817,5146400
20-10-1981,0.350446433,0.352678567,0.350446433,0.350446433,0.277672678,8932000
21-10-1981,0.350446433,0.352678567,0.350446433,0.350446433,0.277672678,19224800
22-10-1981,0.350446433,0.350446433,0.348214298,0.348214298,0.275904059,8069600
23-10-1981,0.341517866,0.341517866,0.339285702,0.339285702,0.268829644,6977600
26-10-1981,0.339285702,0.341517866,0.339285702,0.339285702,0.268829644,6820800
27-10-1981,0.345982134,0.350446433,0.345982134,0.345982134,0.274135381,21397600
28-10-1981,0.357142866,0.359375,0.357142866,0.357142866,0.282978415,11043200
29-10-1981,0.354910702,0.354910702,0.352678567,0.352678567,0.279441267,7621600
30-10-1981,0.357142866,0.359375,0.357142866,0.357142866,0.282978415,13182400
02-11-1981,0.357142866,0.359375,0.357142866,0.357142866,0.282978415,9228800
03-11-1981,0.354910702,0.354910702,0.352678567,0.352678567,0.279441267,7095200
04-11-1981,0.345982134,0.345982134,0.34375,0.34375,0.272366941,5952800
05-11-1981,0.321428567,0.321428567,0.319196433,0.319196433,0.252911925,5840800
06-11-1981,0.321428567,0.323660702,0.321428567,0.321428567,0.254680604,6148800
09-11-1981,0.325892866,0.328125,0.325892866,0.325892866,0.258217841,5096000
10-11-1981,0.328125,0.330357134,0.328125,0.328125,0.25998652,4188800
11-11-1981,0.337053567,0.339285702,0.337053567,0.337053567,0.267060846,6860000
12-11-1981,0.348214298,0.350446433,0.348214298,0.348214298,0.275904059,9979200
13-11-1981,0.325892866,0.325892866,0.323660702,0.323660702,0.256449193,5252800
16-11-1981,0.321428567,0.321428567,0.319196433,0.319196433,0.252911925,5639200
17-11-1981,0.325892866,0.328125,0.325892866,0.325892866,0.258217841,8853600
18-11-1981,0.337053567,0.339285702,0.337053567,0.337053567,0.267060846,7285600
19-11-1981,0.337053567,0.339285702,0.337053567,0.337053567,0.267060846,10001600
20-11-1981,0.339285702,0.341517866,0.339285702,0.339285702,0.268829644,9525600
23-11-1981,0.328125,0.328125,0.323660702,0.323660702,0.256449193,5740000
24-11-1981,0.323660702,0.323660702,0.321428567,0.321428567,0.254680604,5538400
25-11-1981,0.328125,0.330357134,0.328125,0.328125,0.25998652,13137600
27-11-1981,0.337053567,0.339285702,0.337053567,0.337053567,0.267060846,9312800
30-11-1981,0.334821433,0.334821433,0.332589298,0.332589298,0.263523817,5992000
01-12-1981,0.332589298,0.334821433,0.332589298,0.332589298,0.263523817,5846400
02-12-1981,0.334821433,0.337053567,0.334821433,0.334821433,0.265292317,9391200
03-12-1981,0.332589298,0.332589298,0.330357134,0.330357134,0.261755079,5107200
04-12-1981,0.339285702,0.341517866,0.339285702,0.339285702,0.268829644,34288800
07-12-1981,0.341517866,0.34375,0.341517866,0.341517866,0.270598143,14823200
08-12-1981,0.339285702,0.339285702,0.334821433,0.334821433,0.265292317,12656000
09-12-1981,0.337053567,0.339285702,0.337053567,0.337053567,0.267060846,8568000
10-12-1981,0.337053567,0.339285702,0.337053567,0.337053567,0.267060846,9352000
11-12-1981,0.337053567,0.339285702,0.334821433,0.334821433,0.265292317,19023200
14-12-1981,0.328125,0.328125,0.323660702,0.323660702,0.256449193,6311200
15-12-1981,0.332589298,0.334821433,0.332589298,0.332589298,0.263523817,7828800
16-12-1981,0.348214298,0.350446433,0.348214298,0.348214298,0.275904059,16363200
17-12-1981,0.377232134,0.379464298,0.377232134,0.377232134,0.298896044,12863200
18-12-1981,0.408482134,0.410714298,0.408482134,0.408482134,0.323656589,17931200
21-12-1981,0.392857134,0.392857134,0.390625,0.390625,0.309507698,14100800
22-12-1981,0.397321433,0.399553567,0.397321433,0.397321433,0.314813673,13456800
23-12-1981,0.390625,0.390625,0.388392866,0.388392866,0.307739258,7224000
24-12-1981,0.390625,0.392857134,0.390625,0.390625,0.309507698,7229600
28-12-1981,0.377232134,0.377232134,0.372767866,0.372767866,0.295358837,9144800
29-12-1981,0.379464298,0.383928567,0.379464298,0.379464298,0.300664634,6059200
30-12-1981,0.395089298,0.397321433,0.395089298,0.395089298,0.313044965,8047200
31-12-1981,0.395089298,0.397321433,0.395089298,0.395089298,0.313044965,13664000
04-01-1982,0.395089298,0.395089298,0.392857134,0.392857134,0.311276466,17813600
05-01-1982,0.377232134,0.377232134,0.372767866,0.372767866,0.295358837,8960000
06-01-1982,0.370535702,0.370535702,0.368303567,0.368303567,0.291821629,16520000
07-01-1982,0.34375,0.34375,0.339285702,0.339285702,0.268829644,17511200
08-01-1982,0.354910702,0.357142866,0.354910702,0.354910702,0.281209826,14151200
11-01-1982,0.334821433,0.334821433,0.332589298,0.332589298,0.263523817,8332800
12-01-1982,0.323660702,0.323660702,0.321428567,0.321428567,0.254680604,14980000
13-01-1982,0.321428567,0.321428567,0.319196433,0.319196433,0.252911925,10438400
14-01-1982,0.334821433,0.337053567,0.334821433,0.334821433,0.265292317,6428800
15-01-1982,0.357142866,0.361607134,0.357142866,0.357142866,0.282978415,11676000
18-01-1982,0.363839298,0.368303567,0.363839298,0.363839298,0.288284332,7000000
19-01-1982,0.359375,0.359375,0.354910702,0.354910702,0.281209826,13876800
20-01-1982,0.361607134,0.363839298,0.361607134,0.361607134,0.286515832,6456800
21-01-1982,0.368303567,0.370535702,0.368303567,0.368303567,0.291821629,8332800
22-01-1982,0.370535702,0.372767866,0.370535702,0.370535702,0.293590218,6064800
25-01-1982,0.361607134,0.361607134,0.359375,0.359375,0.284747124,11177600
26-01-1982,0.350446433,0.350446433,0.345982134,0.345982134,0.274135381,5303200
27-01-1982,0.348214298,0.352678567,0.348214298,0.348214298,0.275904059,7840000
28-01-1982,0.359375,0.361607134,0.359375,0.359375,0.284747124,9900800
29-01-1982,0.363839298,0.366071433,0.363839298,0.363839298,0.288284332,13288800
01-02-1982,0.363839298,0.363839298,0.359375,0.359375,0.284747124,9632000
02-02-1982,0.361607134,0.366071433,0.361607134,0.361607134,0.286515832,13568800
03-02-1982,0.361607134,0.363839298,0.361607134,0.361607134,0.286515832,7868000
04-02-1982,0.354910702,0.354910702,0.352678567,0.352678567,0.279441267,5510400
05-02-1982,0.352678567,0.354910702,0.352678567,0.352678567,0.279441267,10074400
08-02-1982,0.332589298,0.332589298,0.330357134,0.330357134,0.261755079,7924000
09-02-1982,0.330357134,0.332589298,0.330357134,0.330357134,0.261755079,14476000
10-02-1982,0.334821433,0.337053567,0.334821433,0.334821433,0.265292317,9699200
11-02-1982,0.332589298,0.332589298,0.330357134,0.330357134,0.261755079,6132000
12-02-1982,0.334821433,0.337053567,0.334821433,0.334821433,0.265292317,4911200
16-02-1982,0.330357134,0.330357134,0.328125,0.328125,0.25998652,8579200
17-02-1982,0.332589298,0.334821433,0.332589298,0.332589298,0.263523817,6395200
18-02-1982,0.337053567,0.339285702,0.337053567,0.337053567,0.267060846,7095200
19-02-1982,0.337053567,0.337053567,0.334821433,0.334821433,0.265292317,3399200
22-02-1982,0.332589298,0.332589298,0.330357134,0.330357134,0.261755079,6658400
23-02-1982,0.328125,0.328125,0.325892866,0.325892866,0.258217841,8635200
24-02-1982,0.328125,0.330357134,0.328125,0.328125,0.25998652,9486400
25-02-1982,0.328125,0.328125,0.325892866,0.325892866,0.258217841,7700000
26-02-1982,0.325892866,0.328125,0.325892866,0.325892866,0.258217841,4356800
01-03-1982,0.328125,0.330357134,0.328125,0.328125,0.25998652,8825600
02-03-1982,0.328125,0.330357134,0.328125,0.328125,0.25998652,8702400
03-03-1982,0.328125,0.330357134,0.328125,0.328125,0.25998652,5913600
04-03-1982,0.323660702,0.323660702,0.321428567,0.321428567,0.254680604,9592800
05-03-1982,0.299107134,0.299107134,0.296875,0.296875,0.235225812,11328800
08-03-1982,0.294642866,0.294642866,0.292410702,0.292410702,0.231688604,8786400
09-03-1982,0.294642866,0.296875,0.294642866,0.294642866,0.233457267,13126400
10-03-1982,0.292410702,0.292410702,0.290178567,0.290178567,0.22991994,21733600
11-03-1982,0.290178567,0.294642866,0.290178567,0.290178567,0.22991994,5644800
12-03-1982,0.274553567,0.274553567,0.272321433,0.272321433,0.215771034,11636800
15-03-1982,0.272321433,0.272321433,0.270089298,0.270089298,0.214002416,12840800
16-03-1982,0.267857134,0.267857134,0.265625,0.265625,0.210465208,11788000
17-03-1982,0.254464298,0.254464298,0.252232134,0.252232134,0.199853539,12622400
18-03-1982,0.272321433,0.274553567,0.272321433,0.272321433,0.215771034,14084000
19-03-1982,0.296875,0.299107134,0.296875,0.296875,0.235225812,16452800
22-03-1982,0.319196433,0.321428567,0.319196433,0.319196433,0.252911925,17298400
23-03-1982,0.316964298,0.316964298,0.314732134,0.314732134,0.249374717,13988800
24-03-1982,0.299107134,0.299107134,0.296875,0.296875,0.235225812,12902400
25-03-1982,0.296875,0.296875,0.294642866,0.294642866,0.233457267,21028000
26-03-1982,0.292410702,0.292410702,0.290178567,0.290178567,0.22991994,12695200
29-03-1982,0.296875,0.299107134,0.296875,0.296875,0.235225812,16900800
30-03-1982,0.301339298,0.303571433,0.301339298,0.301339298,0.238763109,19488000
31-03-1982,0.301339298,0.303571433,0.301339298,0.301339298,0.238763109,12538400
01-04-1982,0.316964298,0.319196433,0.316964298,0.316964298,0.251143396,14784000
02-04-1982,0.316964298,0.319196433,0.316964298,0.316964298,0.251143396,21201600
05-04-1982,0.316964298,0.319196433,0.316964298,0.316964298,0.251143396,21660800
06-04-1982,0.316964298,0.316964298,0.314732134,0.314732134,0.249374717,17897600
07-04-1982,0.3125,0.3125,0.310267866,0.310267866,0.245837599,7274400
08-04-1982,0.3125,0.314732134,0.3125,0.3125,0.247606233,5997600
12-04-1982,0.3125,0.314732134,0.310267866,0.310267866,0.245837599,11076800
13-04-1982,0.287946433,0.287946433,0.285714298,0.285714298,0.226382792,21324800
14-04-1982,0.287946433,0.290178567,0.287946433,0.287946433,0.228151351,28397600
15-04-1982,0.292410702,0.294642866,0.292410702,0.292410702,0.231688604,41070400
16-04-1982,0.301339298,0.303571433,0.301339298,0.301339298,0.238763109,26012000
19-04-1982,0.299107134,0.299107134,0.294642866,0.294642866,0.233457267,10320800
20-04-1982,0.283482134,0.283482134,0.28125,0.28125,0.222845525,20137600
21-04-1982,0.28125,0.28125,0.279017866,0.279017866,0.221076861,18256000
22-04-1982,0.276785702,0.276785702,0.274553567,0.274553567,0.217539698,13148800
23-04-1982,0.274553567,0.276785702,0.274553567,0.274553567,0.217539698,12073600
26-04-1982,0.28125,0.283482134,0.28125,0.28125,0.222845525,14481600
